text,nutrient,pmid,label
"early crc was inversely associated with vegetables (or, 0.59; 95% ci, 0.38-0.92 for 422-576 g/day) and vitamin d (or, 0.49; 95% ci, 0.26-0.94), and positively associated with red meat intake (or, 1.80; 1.15-2.83 per 25.65 g/day).",vitamin d,38687254,2
"conclusions: for mental health, our study suggests no benefit of higher monthly doses of vitamin d(3) compared with the standard monthly dose of 24 000 iu.",vitamin d,30707771,2
"aims: current study aimed to evaluate the effect of vitamin d supplementation on flow-mediated dilatation (fmd), oxidized ldl (oxldl) and intracellular adhesion molecule 1 (icam1) in type 2 diabetic patients with hypertension.",vitamin d,34265491,0
"however, improvements in iron stores and hb levels after iron isomaltoside administration were supported by the fact that several of the fatigue symptoms scores showed numerical differences in favor of iron isomaltoside.",iron,29424441,1
"compared to current nonvegetarians, current vegetarians had lower intakes of protein, saturated fat, cholesterol, niacin, vitamins b12 and d, and higher fiber and magnesium intakes.",magnesium,11194532,0
"donor iron management policies in the countries concerned are described for the year 2021, and data on donor and donation numbers, low hemoglobin (hb) deferral rates and hb levels are presented.",iron,39369584,0
"because of insufficient erythropoiesis, peripheral hemolysis and increased gastrointestinal iron absorption, iron overload is still a matter of debate in beta-thalassemia intermedia (beta-ti) patients, which can be overcome using iron chelators.",iron,26114738,0
"all subjects also received supplements of iron (given in the form of ferrous sulfate, containing 60 mg of elemental iron), 60 mg/d, and folic acid, 500 mug/d.",iron,17199068,2
"in the elderly iron overload model, iron deposition, inflammatory cell infiltration, and cell death were significantly increased (p < 0.0001).",iron,39971277,4
"as studies have reported that inadequacies of trace metals such as copper (cu), zinc (zn), magnesium (mg) can predispose to various adverse pregnancy outcomes (po); multiple micronutrient (mmn) supplementations are given without justifying their deficiency and toxicities on the fetus.",magnesium,36684499,3
"additional secondary outcomes include fatigue, physical function, muscle strength, muscle metabolism, quality of life, resting blood pressure, clinical chemistry, safety and harms associated with the iron therapy intervention and the exercise training intervention, and hospitalisations.",iron,35896969,1
here we tested whether genetically programmed high bone formation driven by missense mutations in the lrp5 gene (lrp5a214v) altered the sensitivity of mice to an environment of inadequate dietary calcium (ca) intake.,iron,38477773,2
"(pro)renin, erythropoietin, vitamin d and urodilatin release from human donor kidneys during normothermic machine perfusion: predictors of early post-transplant outcome?",vitamin d,40278798,0
"conclusions: higher maternal preintervention 25(oh)d was associated with a decreased risk of autism, lower autistic symptom load, and decreased risk of adhd diagnosis, but high-dose vitamin d3 supplementation in pregnancy had no effect on risk of autism and adhd.",vitamin d,38072183,3
"however, protective effects were seen for trials in which vitamin d was given using a daily dosing regimen (or 0.75, 95% ci 0.61 to 0.93); at daily dose equivalents of 400-1000 iu (or 0.70, 95% ci 0.55 to 0.89); and for a duration of </=12 months (or 0.82, 95% ci 0.72 to 0.93).",vitamin d,33269357,2
[changes in calcium and magnesium metabolism in children with diffuse glomerulonephritis].,magnesium,5611371,4
"a comparative study of iron metabolism was conducted in pregnant women for three peruvian localities of different elevations: lima (sea level), la oroya (3.700 m) and puno (3.900 m).",iron,8929087,3
"although vitamin d supplementation is not routinely recommended in pregnant women, we suggest that it could be an option in preventing low birth weight in smokers, even passive ones, who do not have adequate dietary intake and have insufficient exposure to daylight.",vitamin d,39228189,3
effects of pig age at market weight and magnesium supplementation through drinking water on pork quality.,magnesium,16699108,4
"for nrs, severe pain was significantly lower, in magnesium group, at all intervals of postoperative evaluations, but moderate and mild pain were not lower significantly.",magnesium,24660146,0
"an absolute deficiency of the antioxidants alpha-tocopherol, glutathione and the elements selenium, calcium, magnesium, iron and zinc as a cause or a consequence of hypertension in pregnancy could be excluded.",magnesium,9417498,3
"conclusion: for the first time, the present results demonstrate the antidepressant-like activity of magnesium in the ob animal model of depression and indicate the potential involvement of the ampa/bdnf pathway in this activity.",magnesium,25027582,1
background: iron deficiency anaemia (ida) is reportedly high in pregnant adults and the causes well studied.,iron,33905433,3
"conclusions: to prevent vitamin d deficiency in seniors, doses >4000 iu daily are not recommended.",vitamin d,38934392,2
"a trianalyte micropad for simultaneous determination of iron, zinc, and manganese ions.",iron,39459174,0
"conclusions: a higher midpregnancy maternal iron and vitamin d status, independently or in combination, predicted fewer maternal depression symptoms in the third trimester.",iron,37984742,1
context: randomized controlled trials (rcts) investigating the efficacy of vitamin d (vit d) in depression provided inconsistent results.,vitamin d,24423304,1
"(1) background: vitamin d levels in patients remain inadequately understood, with research yielding inconsistent findings.",vitamin d,38542765,0
background: maternal vitamin d deficiency during pregnancy has been associated with various maternal adverse events (mae).,vitamin d,38341546,3
adolescents with obesity experienced significant zinc and magnesium deficiency in the body (phi < 0.05).,magnesium,33813456,4
balb/c mice with solid myeloma sp2/0 were subjected to the 10-day treatment with daily intraperitoneal injections of 10 mg iron-saturated rechlf with oa (1:8) per animal (0.4 g/kg).,iron,40286340,0
does vitamin d deficiency predispose to allergic proctocolitis?,vitamin d,39740280,3
"atomic absorption spectrophotometry was employed in an evaluation of zinc, copper and iron as trace elements in serum and erythrocytes from 56 children with protein-calorie malnutrition at different stages (early kwashiorkor, kwashiorkor and marasma).",iron,121914,4
background: to study the relationship of vitamin d with innate and adaptive immune response parameters in chronic hepatitis b and c patients.,vitamin d,38669827,0
a dose- and time-dependent inhibition of intestinal heme oxygenase is produced by tin-mesoporphyrin which is independent of iron status of the animal.,iron,8265722,0
"collectively, these findings demonstrate that hif-1alpha drives ferroptosis by regulating iron metabolism, while lactate inhibits ferroptosis in a hif-1alpha-independent manner.",iron,39522491,0
"examination of magnesium concentrations in the blood serum was carried out on a population of 246 patients 17-39 years old in pathologic/imminent abortion, imminent immature and premature labour and normal pregnancies as well as in first periods of parturition.",magnesium,8647501,0
"a control group received only placebo; one group received vitamin b12 and folic acid alone; four groups received vitamin b12, folate and a daily iron supplement ranging from 30 to 240 mg of elemental iron as ferrous fumerate, and one further group received 120 mg of iron without b12 or folate.",iron,1103213,2
"all patients received magnesium pretreatment before induction; group a received 7.5mg/kg, group b received 10 mg/kg, while group c received 20 mg/kg.",magnesium,40009802,2
"factors associated with higher maximum oxytocin dose after adjusting for relevant confounders included maternal diabetes, birthweight >4000 g, intrapartum fever, administration of magnesium, and induction of labor.",magnesium,25204333,2
"conclusion: oral supplementation with 3000 iu/day of vitamin d3 during eight weeks showed to be sufficient to prevent a decline in hematological levels of hemoglobin and hematocrit, and improve transferrin of 25(oh)d levels.",vitamin d,30545134,0
a sixfold increase in iron dose (40-240 mg) resulted in only a threefold increase in iron absorbed (6.7-18.1 mg).,iron,26289639,2
conclusion: iron supplementation decreases the risk of maternal anemia and increases the likelihood of infant survival among iron-deficient tanzanian pregnant women.,iron,27121530,3
"at the same time, however, among the children given standard treatment without magnesium, hyperactivity has intensified (tab.",magnesium,9857546,4
"an increase in plasma zinc, calcium and magnesium, and a decrease in plasma copper levels was noted for the 0.2 mg dose, and these effects were reversed for the 1.0 mg dose although no urine changes occurred.",magnesium,3179576,2
"ferroptosis, a novel form of regulated cell death characterized by iron accumulation and excessive lipid peroxidation, has been implicated in the pathogenesis of hli, including diffuse alveolar damage, vascular endothelial injury, and bronchopulmonary dysplasia.",iron,40170719,0
"cvs for thiamin, riboflavin, vitamin c, calcium, magnesium, iron, and zinc intake were 14.1-23.9% (male skiers), 2.9-15.0% (male controls), 4.8-24.5% (female skiers), and 4.3-11.5% (female controls).",magnesium,1299505,4
background and objective: we intended to ascertain the effectiveness and safety of oral solutions of magnesium and vitamin b(6) in alleviating the symptoms emerged during clinical exacerbations in children aged 7-14 years suffering from tourette syndrome (ts).,magnesium,19087826,4
"environmental dna (edna), i.e., dna found in the environment, can interact with various geochemical surfaces, yet little is known about these interactions.",iron,39699067,0
"additionally, ferroptosis, an iron-dependent form of cell death, is identified as a critical mechanism in ivdd pathogenesis.",iron,40079053,0
"conclusions: the endocrine society recommends routine vitamin d supplementation during pregnancy and lactation due to increased metabolic demand in the mother, but a recent cochrane review recommended against screening.",vitamin d,30657106,3
"conclusion: based on the experimental effects of education encouraging iron supplementation in pregnant women, it is suggested that workshops promoting iron supplementation should be conducted in health centers with the aim of preventing widespread iron deficiency anemia.",iron,29991197,3
"gm patients received 50 mg.kg(-1)magnesium sulfate and gr patients, 1 mg.kg(-1) rocuronium immediately before anesthesia induction.",magnesium,32199656,2
[analysis of vitamin d status among children under 7 years of age in some regions of china].,vitamin d,35488634,4
effects of plasma from pregnant women on iron absorption by the rat.,iron,5799669,3
diet-induced iron deficiency anemia and pregnancy outcome in rhesus monkeys.,iron,16522913,3
association of serum 25-hydroxyvitamin d with metabolic disturbances in adolescents.,vitamin d,36136894,4
"[changes of potassium, sodium, calcium and magnesium levels in patients with various forms of jaundice].",magnesium,4755140,0
adverse health outcomes in vitamin d supplementation trials for depression: a systematic review.,vitamin d,34390851,1
binary logistic regression model was used to examine the likelihood of clinically significant depression among vitamin d deficient individuals.,vitamin d,29940458,1
use of isotonic nebulised magnesium sulphate as an adjuvant to salbutamol in treatment of severe asthma in adults: randomised placebo-controlled trial.,magnesium,12826434,0
effects of dietary fibers on magnesium absorption in animals and humans.,magnesium,12514257,0
"children with vitamin d insufficiency were found to have 68% more probability to present a food allergy episode (adjusted pooled or: 1.68, 95% ci [1.25-2.27], p-value: 0.001).",vitamin d,36790484,3
"furthermore, children born to iron-treated mothers have higher serum ferritin levels than those born to placebo-treated mothers.",iron,10535335,4
"background: vitamin d insufficiency has been associated with a number of adverse pregnancy outcomes, and has been recognized as a public health concern.",vitamin d,24043954,3
"for maternal exposure to an ambient temperature of >/=24.5 degrees c in the eighth gestational month, vitamin d supplementation during pregnancy failed to significantly enhance neonatal vitamin d concentrations.",vitamin d,39935583,3
conclusion: magnesium was well tolerated in this study.,magnesium,23311540,0
among males alcohol intake per drinking day correlated positively with serum copper (r = 0.50; p less than 0.001) and negatively with serum selenium (r = -0.49; p less than 0.001) and magnesium (r = 0.40; p less than 0.01).,magnesium,3166627,3
conclusion: iron status prior to supplementation and low-grade inflammation associated with bmi > 25 kg/m(2) and excess weight gain during pregnancy appear to modulate the effectiveness of iron supplementation.,iron,32613329,3
"correlation between depression with serum levels of vitamin d, calcium and magnesium in women of reproductive age.",magnesium,31249822,1
"in adolescents, iron supplementation improved hemoglobin concentration and lowered anemia risk.",iron,39798864,4
"another group received a single parenteral dose (300 000 iu) of vitamin d3, whereas the control group received their antidiabetic drug(s) alone.",vitamin d,37721213,2
"however, there was a weak but statistically significant correlation between magnesium content in duodenal fluid and duodenal mucosa (r = 0.54, p less than 0.001).",magnesium,7357739,0
conclusions: the findings of this research revealed notable connections between vitamin d deficiency and increased arterial rigidity in pregnant women with preeclampsia and pregnancy-induced hypertension.,vitamin d,39062168,3
conclusion: our findings support that lower magnesium and folate diets are correlated with higher fatigue scores in ms patients.,magnesium,24800044,1
group 1 received daily iron supplement at 50 mg/day and group 2 received an intermittent dose of 3 times per week.,iron,24009938,2
"conclusions: each of the synthesized novel magnesium calcium phosphate-based cement formulations has adequate compressive strength, shear strength and resistance to fatigue failure.",magnesium,40087691,1
group bm: (30 people) received 70 mg bupivacaine (14 ml) plus 1 ml magnesium sulfate (500 mg) volume up to 20 ml with normal saline.,magnesium,33332200,2
"conclusion: deferasirox doses of 5, 10, and 15 mg/kg/day can reduce iron burden in patients with hh.",iron,20814896,2
conclusions: a decreased vitamin d level showed a significant relationship with atopic diseases (atopic dermatitis and allergic asthma).,vitamin d,38397449,3
enriching depression treatment trials with subjects having concurrent vitamin d deficiency appears to be a potential step forward in identifying subgroups who may maximally benefit from this approach.,vitamin d,31997861,1
"conclusions: among postmenopausal women with osteoporosis or osteopenia, a fixed dose combination of raloxifene 60 mg/vitamin d 800 iu showed superior efficacy in elevating serum 25(oh)d levels compared with raloxifene 60 mg alone during 16 weeks of follow-up.",vitamin d,36153851,2
efficacy and safety of total dose infusion of low molecular weight iron dextran in the treatment of iron deficiency anemia during pregnancy.,iron,18760066,3
being underweight in pregnant women was associated with a significantly lower concentration of magnesium and cobalt in the blood serum.,magnesium,30732874,3
"iron, zinc, copper, and magnesium concentrations decreased during lactation, whereas calcium and phosphorus concentrations increased.",magnesium,11497449,3
"fortification of cows' milks with 1 mug, 1.5 mug and 2.0 mug/100g, theoretically increased median vitamin d intakes from 2.0 mug/day to 4.2 mug, 5.1 mug and 5.9 mug/day, respectively.",vitamin d,33100087,2
background/aims: the protective effects of vitamin d and calcium on colorectal neoplasms are known.,vitamin d,35292606,0
"in this study concentration level of calcium, cadmium, copper, iron, magnesium, manganese, nickel, lead and zinc were determined in the amniotic fluid of pregnant women, aged 15 - 45 years enrolled at the obafemi awolowo university teaching hospitals complex ile - ife.",magnesium,22066293,3
"after adjusting for confounding factors, a higher proportion of subjects with sars-cov-2 plus vitamin d deficiency required hospitalisation (or 1.38 [95%ci 1.26-1.51]), and had a longer mean hospital stay (3.94 compared to 2.19 days in those with normal levels; p = 0.02).",vitamin d,37682843,0
discrepancy between the recommended and functional cut offs of vitamin d among under-five children: experiences from a pilot study.,vitamin d,30148092,4
adequate vitamin d status during pregnancy is important for developing fetal bone strength and density and may play a role in preventing a range of skeletal and non-skeletal diseases in both mothers and children.,vitamin d,31323345,3
"conclusions: vitamin d supplementation may be effective for reducing depressive symptoms in patients with clinically significant depression; however, further high-quality research is needed.",vitamin d,24632894,1
autoimmune gastritis may manifest via iron deficiency or vitamin b12 deficiency anaemia with fatigue and painful neuropathy.,iron,20009114,1
forty percent of the non-trait carrier donors who underwent pad received iron therapy in preparation for bm hsc donation; only 4.8% of the pediatric and none of the adolescents had hemoglobin values below the age limit at donation.,iron,39621892,4
conclusion: pandemic-related restrictions have caused significant decreases in vitamin d levels of school-aged children and adolescents.,vitamin d,35135185,4
"conclusion: the administration of nightly melatonin, magnesium, and zinc appears to improve the quality of sleep and the quality of life in long-term care facility residents with primary insomnia.",magnesium,21226679,1
"conclusions: neither prophylactic administration of caffeine, magnesium or aminophylline, nor postoperative fluid administration, did not influence the incidence of pdph.",magnesium,22764514,3
a randomised controlled trial of vitamin d and omega-3 long chain polyunsaturated fatty acids in the treatment of irritability and hyperactivity among children with autism spectrum disorder.,vitamin d,30744880,4
"however, the reactivity of cerebrospinal fluid (csf) iron and its possible correlation with the severity of cognitive decline in both alzheimer's patients and subjects with mild cognitive impairment (mci) is still unknown.",iron,18376063,1
"conclusion: micronutrients such as calcium, folic acid, iron, vitamin d, and iodine are critical in early fetal development from pregnancy onward.",iron,37940505,3
impact of magnesium and ferritin deficiency on depression among adolescent students.,magnesium,38725390,1
"vitamin d supplementation did not alter the shannon diversity index (mean 3.51 versus 3.52 in the placebo and vitamin d groups, respectively, p = 0.50).",vitamin d,37287399,0
"additionally, comparisons between apo-mofe, apo-vfe and the model complex (nbu(4))(2)[fe(4)s(4)(sph)(4)] via exafs measurements showed that apo-vfe does not contain a fully formed [fe(8)s(7)] p-cluster, but rather is comprised of fragmented iron-sulfur clusters.",iron,39544119,0
"concerning cardiovascular disease, vitamin d deficiency is associated with an increased prevalence of cardiovascular risk factors, mainly metabolic syndrome, type 2 diabetes mellitus and dyslipidemia.",vitamin d,36566517,0
"design: an open-label study of orally-administered vitamin d(3) (gelcaps) was conducted in patients with liver cirrhosis using a tiered-dosing regimen: 4,000 iu/d for baseline 25(oh)d </= 15 ng/ml and 2,000 iu/d for baseline 25(oh)d > 15 to </= 25 ng/ml (nct01575717).",vitamin d,38217683,2
"all three dosages of potassium-magnesium citrate significantly increased serum potassium concentration, with >80% of subjects regaining normal values despite continued thiazide therapy.",magnesium,10423646,0
"although magnesium produces a fall in coronary blood flow, this appears to be due at least in part to a decrease in myocardial oxygen requirements because myocardial oxygen extraction also decreases.",magnesium,3668845,0
"furthermore, the glx/cr ratio significantly decreased after 3 months of treatment (all p < 0.05) in the magnesium valproate and lamotrigine groups, while the glx/cr ratio in the olanzapine group showed no significant change (p > 0.05).",magnesium,39251922,0
"aims: we aimed to investigate the association of magnesium status with grip strength and fatigue scores, and evaluate whether this association differs by vitamin d status among older participants undergoing geriatric rehabilitation.",magnesium,37285075,1
"additionally, we explore the potential therapeutic roles of iron chelators and ros scavengers in mitigating the adverse effects of ferroptosis.",iron,39742226,0
aluminum and magnesium status during pregnancy and placenta oxidative stress and inflammatory mrna expression: china ma'anshan birth cohort study.,magnesium,32621275,3
"background/aims: iron deficiency is a global nutritional disorder, especially for pregnant women.",iron,24134949,3
forty patients were given oral iron therapy at a daily dose of 2*80 mg (iron sulfate).,iron,35460388,2
"beyond anemia, lack of iron has protean manifestations, including fatigue, hair loss, and restless legs.",iron,28189173,1
"additional research should investigate differential magnesium use by weight status, quantifying risks and benefits.",magnesium,31411907,4
conclusion: adult nigerian asthmatics have lower plasma magnesium concentrations compared to healthy controls.,magnesium,14640172,0
"according to the level of 25(oh)d, the asthmatic children were divided into normal vitamin d group, vitamin d insufficiency group, and vitamin d deficiency group.",vitamin d,29972119,4
assessment of osteoporosis and vitamin d3 deficiency in patients with idiopathic benign paroxysmal positional vertigo (bppv).,vitamin d,37241094,1
"concomitantly, pharmacists recommended a supplementation of magnesium to improve insomnia.",magnesium,38758630,1
"after adjusting for age, gender, season, body mass index, and smoking, vitamin d deficiency was still associated with patient status (or: 12.95, ci (95%): 6.03-27.83, p < 0.001).",vitamin d,24884774,3
"a dose of 2,000 iu/day maintained vitamin d levels within the recommended range, even after the break.",vitamin d,39740917,2
"in magnesium deficiency, neuronal requirements for magnesium may not be met, causing neuronal damage which could manifest as depression.",magnesium,16542786,1
"conclusion: our study suggests that carotene, copper, and magnesium are important risk factors for depression, mood disorders, ptsd, phobia, bipo, and dementia.",magnesium,39393463,1
in group c combination of ferrous fumarate (containing 100 mg of elemental iron) along with vitamin b12 (15 microg) and folic acid (1.5 mg) was administered twice a day.,iron,17915799,2
"a vegetarian diet is associated with many health benefits because of its higher content of fiber, folic acid, vitamins c and e, potassium, magnesium, and many phytochemicals and a fat content that is more unsaturated.",magnesium,19279075,3
"calcium, magnesium, phosphorus, folate, and 25-hydroxyvitamin d were negatively correlated with age.",magnesium,39232722,0
"if magnesium levels remained <1.7 mg/dl after switching to mgp, subjects were enrolled into part 2 and received a one-time mgp dose adjustment.",magnesium,29582552,2
"in older adults, the odi was associated with iron deficit malnutrition (idm) (adjusted-p = 0.005, eta(2) = 0.06) and both the odi and ph were associated with vitamin b deficit (vbd) (adjusted-p = 0.037, eta(2) = 0.01; adjusted-p = 0.049, eta(2) = 0.01).",iron,40142224,4
we longitudinally assessed the iron regulatory hormone hepcidin during gestation and postpartum and related hepcidin to conventional indicators of iron status and inflammation.,iron,23241678,0
[mean corpuscular volume and red blood cell volume distribution width in the diagnosis of iron deficiency anemia in pregnancy].,iron,9596875,3
"(3) results: cholecalciferol significantly improved vitamin d status in hd patients, with 73% reaching the target 25(oh)d level >75 ng/ml in a median time of 7.5 weeks, with a median total dose of 525,000 iu.",vitamin d,39597015,2
bioavailability studies showed that all three supplements provided adequate levels (at least 3.5 mg) of absorbed iron when taken postprandially.,iron,3274250,2
during pregnancy it is however necessary to ensure in diabetic women 400 micrograms folic acid; increased attention must be paid to magnesium intake and during the menopause the vitamin d and calcium intake must be followed up.,magnesium,12642929,3
"among 0- to 6-year-olds, iron deficiency (id) was 7.2-39.4 % in rural and 16-41.9 % in urban areas.",iron,39428657,4
"additionally, serum vitamin d3 and ctx-1 levels were significant predictors of low back pain and joint pain, respectively, among exposed workers.",vitamin d,40056194,1
a1c but not serum glycated albumin is elevated in late pregnancy owing to iron deficiency.,iron,18599529,3
"hypophosphatemia rates ranged from 0.0% to 92.1% for ferric carboxymaltose (fcm), 0.0% to 40.0% for iron sucrose, 0.4% for ferumoxytol, and 0.0% for low-molecular-weight (lmw) iron dextran.",iron,32308402,4
background: low levels of 25-hydroxyvitamin d (25(oh)d) have been related to depression and anxiety.,vitamin d,31456988,1
basic studies on the mechanism of action of vitamin d.,vitamin d,4305083,0
group m received magnesium sulfate 30 mg/kg intravenously as a bolus before pp.,magnesium,25885838,2
"adolescents following vegetarian or vegan diets exclusively rely on plant-based, nonheme iron, which has decreased bioavailability compared with heme iron and requires increased total iron intake.",iron,38556251,3
[spectrophotometric atomic absorption determination of serum magnesium concentrations in infants and children].,magnesium,5047905,4
"because little free iron is present in the preparation, doses of 510 mg have been administered safely in as little as 17 seconds.",iron,20030475,2
conclusions: these data are valuable as they enable us to conclude that donors with iron deficiency without anemia after a blood donation would not clinically benefit from iron supplementation.,iron,22272750,0
background: androgenetic alopecia (aga) is a multifactorial disorder expressed by several genes and various environmental factors apart from nutritional and endocrinological factors.,iron,39600421,1
"in a well conducted randomized double blind placebo controlled trial, a dietary supplement in the form of a fortified powder fruit drink produced statistically significant differences not only in vitamin a and iron status, but also in the growth of young school age children.",iron,11688080,4
additional strategies to increase iron may be warranted in female athletes.,iron,39074188,4
a prospective pilot study was undertaken to investigate the ability of magnesium sulphate to control the spasms of severe tetanus without the need for sedation and artificial ventilation.,magnesium,9370837,1
"dysregulation of magnesium homeostasis is associated with the severity of depression and specific psychopathological features including apathy, anxiety, irritability, fatigue and weakness.",magnesium,24509052,1
a linear relationship (p(for nonlinearity) = 0.34) was found between dietary magnesium intake and risk of depression in dose-response analysis.,magnesium,30611059,1
"although feeding of formulas with iron concentration of 215 mumol/l (12 mg/l) is a reliable means of preventing iron deficiency, high intakes of iron may adversely affect absorption of copper and zinc.",iron,9040549,2
"however, during the first 3 hours of therapy the intramuscular regimen for severe preeclampsia produced mean magnesium levels that were significantly higher than those levels obtained with the intravenous regimen with a maintenance dose of 2 gm/hr (p less than 0.001).",magnesium,6496595,2
"[determination by means of atomic absorption spectrophotometry of calcium, magnesium, iron, copper and zinc in the blood of normal children and adolescents].",magnesium,5761161,4
"iron, aluminum, and thorium impurity removal from a rare earth element pregnant leach solution using magnesium carbonate.",magnesium,40335604,3
"although the impact that vitamin d has on bone healing is uncertain in foot and ankle (f&a) surgery, there is support for vitamin d supplementation (2000 iu/day) with calcium (1 g/day) to promote bone healing.",vitamin d,38782509,0
"for 42 days) and ad, followed by vitamin d(3) group (alcl(3) was given as in ad group for 42 days, then vitamin d(3) for two weeks).",vitamin d,38033745,0
emerging evidence suggests that vitamin d deficiency contributes to the progression of t2dm and is closely associated with the development of depression.,vitamin d,39816051,1
"for other topical therapies (calcineurin inhibitors and vitamin d analogs), no studies of adverse effects in pregnancy are available, and safety data mainly stem from studies examining effects after systemic administration.",vitamin d,35619672,3
"anemic (hemoglobin (hb) less than 13 g/dl in male and less than 12 g/dl in female) critically ill adult patients hospitalized for at least five days had an iron profile taken at discharge, d28 and m6.",iron,25529060,4
"in female rats, the 24-month-old group had higher contents of thiobarbituric acid reactive substances compared with their 12-month-old counterparts, yet similar contents of labile iron.",iron,39422319,4
"conclusion: vitamin d deficiency, anxiety and depression symptoms are commonly associated with chronic functional constipation induced by intestinal motility disorders.",vitamin d,31011257,1
"conclusion: in older persons with low serum 25-hydroxyvitamin d level and elevated fall risk, high-dose vitamin d supplementation, >/=1 000 iu/day, did not improve measures of physical function compared to 200 iu/day.",vitamin d,34928336,2
"before induction of general anesthesia, patients in magnesium group intravenously received mgso4 30 mg/kg in saline within 5 minutes, and patients in control group received the same volume of saline without mgso4.",magnesium,19317065,2
"for every 100 mg of magnesium intake, there was a 0.052 mmol/l (95% ci 0.019, 0.085) reduction in fasting plasma glucose (p = 0.002).",magnesium,36364842,2
"in crossover design, iron-depleted women [n = 11; median serum ferritin (sf) 15.2; iqr: 12.6-21.2 microg/l] received 2 14-mg iron doses as labeled (57fe,58fe) fefum 14 d apart with and without 15 g gos in randomly assigned order.",iron,34726703,2
"egcg (100mg/kg/day) and cga (120mg/kg/day) in combination with vitamin d (25mcg/kg/day) was given orally for 15 days, from day 21 to 35.",vitamin d,40334995,2
"also, we applied subeffective doses of antagonists including ketamine (1mg/kg), mk-801 (0.05mg/kg), and magnesium sulfate (10mg/kg) to both sc and ic mice prior to behavioral experiments.",magnesium,25592321,2
"both cd-exposed btzip8-3 and wt were similar in lower urinary ph; increased plasma alanine and aspartate aminotransferase activities; elevated iron and copper content in liver, kidney, lung, and testis; and higher blood urea nitrogen and kidney weight.",iron,24345748,4
eight studies with 4612 participants were eligible for meta-analysis using a control group receiving either low-dose vitamin d supplementation (</=400 iu/d) or placebo when investigating the risk of saes such as hospitalization or death.,vitamin d,35420658,2
association between lower serum vitamin d (25-hydroxy-cholecalciferol) concentrations and cognitive impairment in older adults: data from a populational-based cohort study in a middle-income country.,vitamin d,34689855,4
aim: we compared the serum 25(oh) vitamin d level in obese children versus control and found correlations between vitamin d level and hematological indices in obese children.,vitamin d,37152869,4
"however, fbg decreased significantly over time independent of vitamin d3 dose (800 iu: 5.54 [5.42; 5.66] to 5.32 [5.19; 5.44], p(time) < .001; 2000 iu: 5.5 [5.38; 5.62] to 5.39 [5.27; 5.51] mmol/l, p(time) = .019).",vitamin d,33368963,2
"each arm treated either of the two forms of vitamin d had a once weekly dose of 50,000 iu for a period of 6 weeks.",vitamin d,34267848,2
background: growing evidence suggests a significant association between vitamin d deficiency and ras.,vitamin d,37426194,0
"in one pregnant patient undergoing caesarean section, mgso4 was ineffective in controlling cardiovascular disturbances because of inadequate serum magnesium concentrations.",magnesium,2751917,3
"we will also focus on the influence of weather, seasonality, and particularly vitamin d levels, on ra activity, suggesting potential for seasonal management and supplementation to mitigate disease severity.",vitamin d,38829018,0
conclusion: the majority of pregnant women used iron supplements in case of a diagnosed iron deficiency/anaemia.,iron,30545329,3
"in males, there was a significant weak correlation between calcium and magnesium intake and the ci, bai, avi, wwi, and bri.",magnesium,37159492,0
[randomized clinical trial of intravenous magnesium sulfate versus salbutamol in early management of severe acute asthma in children].,magnesium,14647859,4
"comparison of vitamin d3 supplementation doses of 1,000, 2,000, 4,000 and 8,000 iu in young healthy individuals.",vitamin d,39740917,2
"conclusion: we identified associations of magnesium laxatives with aging, stimulant laxatives with female sex, antihypertensives, low outside temperature and less 30 min of vigorous exercise.",magnesium,32831027,4
association of vitamin d receptor gene polymorphisms with diabetic dyslipidemia in the elderly male population in north china.,vitamin d,29066872,4
"by influencing diverse host pathways, including innate immune, vitamin d receptor, and aryl hydrocarbon receptor signaling, a balanced microbiota contributes to both tissue homeostasis and host defense.",vitamin d,40050613,0
"group a received sham espb (2 ml normal saline), group b received espb with 20 ml of bupivacaine (0.25%), and group c received espb with 20 ml of bupivacaine (0.25%) and 100 mg magnesium sulphate.",magnesium,35901476,2
a 56-hour test was used to study cation and creatinine excretion before and after an intramuscular load of 0.49 meq of magnesium/kg of body weight.,magnesium,1168557,4
claims that magnesium nutriture has a role in preventing or ameliorating chronic disease such as heart disease and hypertension need to be critically evaluated if they are to be used to set the next rda.,magnesium,8811804,0
estimating the prevalence of preoperative iron deficiency and its impact on red blood cell transfusion in adolescents undergoing scoliosis surgery: a pilot study.,iron,40191932,4
"conclusions: our findings indicate that alterations in the zinc, magnesium and nmda receptor complex in the hippocampus are potentially involved in the pathophysiology of suicide-related disorders (depression), which may lead to functional nmda receptor hyperactivity.",magnesium,24055117,1
"hypertensive alcoholics were older and tended to use greater amounts of alcohol, but their liver enzymes, alcohol levels on admission, and serum magnesium concentrations did not distinguish them from normotensive alcoholics.",magnesium,3890591,3
"group a received a bolus of 50 mg/kg, while group b received 30 mg/kg of intravenous magnesium sulphate, given over a 20 min duration following sab.",magnesium,36013512,2
dietary intake of vitamin d during pregnancy and the risk of postpartum depressive symptoms: the japan environment and children's study.,iron,36858536,3
"87 female participants aged 18-45 years with hemoglobin < 10 g/dl and serum ferritin < 20 ng/ml were assigned to receive iron therapy every other day, once daily, or twice daily.",iron,40224701,4
conclusion: this study demonstrates that a 20 mg/kg magnesium pretreatment attenuates sif and pomp more effectively than 7.5 mg/kg and 10 mg/kg doses in patients undergoing succinylcholine-assisted airway management for general anesthesia.,magnesium,40009802,2
